 Address, Адрес
<pre><h5>Message Example</h5>||||||&lt;p&gt; Thank You for being a part of {{ doc.company }}! We hope you are enjoying the service.&lt;/p&gt;||||||&lt;p&gt; Please find enclosed the E Bill statement. The outstanding amount is {{ doc.grand_total }}.&lt;/p&gt;||||||&lt;p&gt; We don't want you to be spending time running around in order to pay for your Bill.<br>After all,"<pre><h5>Пример за съобщение</h5>||||||&lt;p&gt; Благодарим ви, че сте част от {{ doc.company }}! Надяваме се, че сте доволни от услугата.&lt;/p&gt;||||||&lt;p&gt; Приложено ще намерите електронната извлечка за сметката. Неплатената сума е {{ doc.grand_total }}.&lt;/p&gt;||||||&lt;p&gt; Не искаме да губите време в търсене на начин да платите сметката си.<br>В крайна сметка"
<pre><h5>Message Example</h5>||||||&lt;p&gt;Dear {{ doc.contact_person }},<pre><h5>Пример за съобщение</h5>||||||&lt;p&gt;Уважаеми {{ doc.contact_person }}
<script>,<script>
<strong>Grand Total:</strong> {0},<strong>Обща сума:</strong> {0}
<strong>Outstanding Amount:</strong> {0},<strong>Неплатена сума:</strong> {0}
<strong>Warning:</strong> This field is system generated and may be overwritten by a future update. Modify it using {0} instead.,<strong>Предупреждение:</strong> Това поле е генерирано от системата и може да бъде презаписано при бъдеща актуализация. Променете го чрез {0}.
"<table class=""table table-bordered table-condensed"">|||<thead>|||  <tr>|||         <th class=""table-sr"" style=""width: 50%;"">Child Document</th>|||         <th class=""table-sr"" style=""width: 50%;"">Non Child Document</th>|||   </tr>|||</thead>|||<tbody>|||<tr>|||         <td>|||                  <p> To access parent document field use parent.fieldname and to access child table document field use doc.fieldname </p>||||||         </td>|||         <td>|||                    <p>To access document field use doc.fieldname </p>|||         </td>|||</tr>|||<tr>|||        <td>|||                   <p><b>Example: </b> parent.doctype == ""Stock Entry"" and doc.item_code == ""Test"" </p>||||||        </td>|||         <td>|||                   <p><b>Example: </b> doc.doctype == ""Stock Entry"" and doc.purpose == ""Manufacture""</p>    |||          </td>|||</tr>||||||</tbody>|||</table>|||||||||||||||||||||","<table class=""table table-bordered table-condensed"">|||<thead>|||  <tr>|||         <th class=""table-sr"" style=""width: 50%;"">Дъщерен документ</th>|||         <th class=""table-sr"" style=""width: 50%;"">Недъщерен документ</th>|||   </tr>|||</thead>|||<tbody>|||<tr>|||         <td>|||                  <p> За достъп до поле на родителски документ използвайте parent.fieldname, а за достъп до поле на дъщерна таблица използвайте doc.fieldname </p>||||||         </td>|||         <td>|||                    <p>За достъп до поле на документ използвайте doc.fieldname </p>|||         </td>|||</tr>|||<tr>|||        <td>|||                   <p><b>Пример: </b> parent.doctype == ""Stock Entry"" and doc.item_code == ""Test"" </p>||||||        </td>|||         <td>|||                   <p><b>Пример: </b> doc.doctype == ""Stock Entry"" and doc.purpose == ""Manufacture""</p>    |||          </td>|||</tr>||||||</tbody>|||</table>|||||||||||||||||||||"
A - B,А - Б
A - C,А - В
A Customer Group exists with same name please change the Customer name or rename the Customer Group,"Вече съществува клиентска група със същото име. Моля, променете името на клиента или преименувайте клиентската група."
A DocType's name should start with a letter and can only consist of letters,"Името на DocType трябва да започва с буква и може да съдържа само букви, цифри, интервали, долни черти и тирета"
A Frappe Framework instance can function as an OAuth Client,"Инстанция на Frappe може да функционира като OAuth клиент, ресурсен или оторизационен сървър. Този DocType съдържа настройки и за трите."
A Holiday List can be added to exclude counting these days for the Workstation.,"Може да се добави списък с празници, за да се изключат тези дни за работната станция."
A Lead requires either a person's name or an organization's name,"Потенциалният клиент изисква или име на лице, или име на организация"
A Packing Slip can only be created for Draft Delivery Note.,Опаковъчен лист може да се създаде само за чернова на складова разписка.
A Price List is a collection of Item Prices either Selling,"Ценовата листа е колекция от цени на артикули — за продажба, покупка или и двете"
A Product or a Service that is bought,"Продукт или услуга, която се купува, продава или съхранява в наличност."
A Reconciliation Job {0} is running for the same filters. Cannot reconcile now,Задача за равнение {0} вече работи със същите филтри. Не може да се извърши равнение в момента
A Reverse Journal Entry {0} already exists for this Journal Entry.,Обратна счетоводна статия {0} вече съществува за тази счетоводна статия.
A condition for a Shipping Rule,Условие за правило за доставка
A customer must have primary contact email.,Клиентът трябва да има основен имейл за контакт.
A driver must be set to submit.,Трябва да бъде зададен шофьор за осчетоводяване.
A field with the name {0} already exists in {1},Поле с име {0} вече съществува в {1}
A file with same name {} already exists,Файл със същото име {} вече съществува
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,"Списък с ресурси, до които клиентското приложение ще има достъп след разрешение от потребителя.<br> напр. project"
A logical Warehouse against which stock entries are made.,"Логически склад, към който се правят складови движения."
A naming series conflict occurred while creating serial numbers. Please change the naming series for the item {0}.,"Възникна конфликт при номерацията при създаване на серийни номера. Моля, променете номерацията за артикул {0}."
